player_id,last_season,current_club_id,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,domestic_competition_id,club_pretty_name
434675,2021,383,Cody Gakpo,Netherlands,Netherlands,1999/5/7,Attack,Right,189,27000000,27000000,NL1,Psv Eindhoven
495666,2021,244,William Saliba,France,France,2001/3/24,Defender,Right,192,27000000,27000000,FR1,Olympique Marseille
463603,2021,162,Benoit Badiashile,France,France,2001/3/26,Defender,Left,194,27000000,27000000,FR1,As Monaco
361093,2021,1082,Sven Botman,Netherlands,Netherlands,2000/1/12,Defender,Left,195,27000000,27000000,FR1,Losc Lille
167727,2021,416,Andrea Belotti,Italy,Italy,1993/12/20,Attack,Right,181,25200000,36000000,IT1,Fc Turin
405885,2021,6574,Giacomo Raspadori,Italy,Italy,2000/2/18,Attack,Both,172,25200000,25200000,IT1,Us Sassuolo
73794,2021,800,Duvan Zapata,Colombia,Colombia,1991/4/1,Attack,Right,189,25200000,40500000,IT1,Atalanta Bergamo
205938,2021,800,Mario Pasalic,Germany,Croatia,1995/2/9,Attack,Right,188,25200000,25200000,IT1,Atalanta Bergamo
207877,2021,800,Ruslan Malinovskyi,Ukraine,Ukraine,1993/5/4,Attack,Left,181,25200000,27000000,IT1,Atalanta Bergamo
273132,2021,800,Robin Gosens,Germany,Germany,1994/7/5,Midfield,Left,183,25200000,31500000,IT1,Atalanta Bergamo
128220,2021,398,Luis Alberto,Spain,Spain,1992/9/28,Midfield,Right,183,25200000,49500000,IT1,Lazio Rom
585949,2021,5,Pierre Kalulu,France,France,2000/6/5,Defender,Right,179,25200000,25200000,IT1,Ac Mailand
354362,2021,506,Rodrigo Bentancur,Uruguay,Uruguay,1997/6/25,Midfield,Right,187,25200000,45000000,IT1,Juventus Turin
111196,2021,46,Stefan De Vrij,Netherlands,Netherlands,1992/2/5,Defender,Right,189,25200000,54000000,IT1,Inter Mailand
433188,2021,31,Curtis Jones,England,England,2001/1/30,Midfield,Right,185,25200000,27000000,GB1,Fc Liverpool
186590,2021,281,John Stones,England,England,1994/5/28,Defender,Right,188,25200000,54000000,GB1,Manchester City
217111,2021,631,Hakim Ziyech,Netherlands,Morocco,1993/3/19,Attack,Left,181,25200000,45000000,GB1,Fc Chelsea
427568,2021,11,Aaron Ramsdale,England,England,1998/5/14,Goalkeeper,Right,190,25200000,25200000,GB1,Fc Arsenal
175722,2021,148,Eric Dier,England,England,1994/1/15,Defender,Right,188,25200000,36000000,GB1,Tottenham Hotspur
341429,2021,148,Davinson Sanchez,Colombia,Colombia,1996/6/12,Defender,Right,187,25200000,54000000,GB1,Tottenham Hotspur
262226,2021,1003,Timothy Castagne,Belgium,Belgium,1995/12/5,Defender,Right,185,25200000,25200000,GB1,Leicester City
388198,2021,60,Nico Schlotterbeck,Germany,Germany,1999/12/1,Defender,Left,191,25200000,25200000,L1,Sc Freiburg
451276,2021,23826,Dominik Szoboszlai,Hungary,Hungary,2000/10/25,Attack,Right,187,25200000,25200000,L1,Rasenballsport Leipzig
258027,2021,1082,Renato Sanches,Portugal,Portugal,1997/8/18,Midfield,Right,176,25200000,27000000,FR1,Losc Lille
709726,2021,1421,Hugo Ekitike,France,France,2002/6/20,Attack,Right,189,25200000,25200000,FR1,Stade Reims
105521,2021,398,Ciro Immobile,Italy,Italy,1990/2/20,Attack,Right,185,24300000,45000000,IT1,Lazio Rom
334526,2021,506,Denis Zakaria,Switzerland,Switzerland,1996/11/20,Midfield,Right,191,24300000,40500000,IT1,Juventus Turin
410225,2021,1010,Ismaila Sarr,Senegal,Senegal,1998/2/25,Attack,Right,185,24300000,27000000,GB1,Fc Watford
223979,2021,82,Xaver Schlager,Austria,Austria,1997/9/28,Midfield,Left,174,24300000,24300000,L1,Vfl Wolfsburg
326029,2021,16,Donyell Malen,Netherlands,Netherlands,1999/1/19,Attack,Right,178,24300000,27000000,L1,Borussia Dortmund
244275,2017,46,Gabriel Barbosa,Brazil,Brazil,1996/8/30,Attack,Left,178,23400000,23400000,IT1,Inter Mailand
223967,2021,23826,Konrad Laimer,Austria,Austria,1997/5/27,Midfield,Right,180,23400000,27000000,L1,Rasenballsport Leipzig
360518,2021,800,Teun Koopmeiners,Netherlands,Netherlands,1998/2/28,Midfield,Left,183,22500000,22500000,IT1,Atalanta Bergamo
340879,2021,800,Merih Demiral,Turkey,Turkey,1998/3/5,Defender,Right,190,22500000,27000000,IT1,Atalanta Bergamo
74230,2021,583,Pablo Sarabia,Spain,Spain,1992/5/11,Attack,Left,174,22500000,36000000,FR1,Fc Paris Saint Germain
128223,2021,506,Alvaro Morata,Spain,Spain,1992/10/23,Attack,Right,187,22500000,58500000,IT1,Juventus Turin
262523,2021,5,Davide Calabria,Italy,Italy,1996/12/6,Defender,Right,176,22500000,22500000,IT1,Ac Mailand
332697,2021,506,Weston Mckennie,United States,United States,1998/8/28,Midfield,Right,177,22500000,22500000,IT1,Juventus Turin
321528,2021,46,Denzel Dumfries,Netherlands,Netherlands,1996/4/18,Midfield,Right,188,22500000,22500000,IT1,Inter Mailand
169880,2021,6195,Giovanni Di Lorenzo,Italy,Italy,1993/8/4,Defender,Right,183,22500000,22500000,IT1,Ssc Neapel
133964,2021,6195,Lorenzo Insigne,Italy,Italy,1991/6/4,Attack,Right,163,22500000,67500000,IT1,Ssc Neapel
257732,2021,6195,Amir Rrahmani,Yugoslavia (Republic),Kosovo,1994/2/24,Defender,Both,192,22500000,22500000,IT1,Ssc Neapel
264372,2021,338,Viktor Tsygankov,Israel,Ukraine,1997/11/15,Attack,Left,178,22500000,22500000,UKR1,Dynamo Kiew
488362,2021,873,Conor Gallagher,England,England,2000/2/6,Midfield,Right,182,22500000,22500000,GB1,Crystal Palace
231572,2021,543,Nelson Semedo,Portugal,Portugal,1993/11/16,Defender,Right,177,22500000,36000000,GB1,Wolverhampton Wanderers
128901,2021,543,Conor Coady,England,England,1993/2/25,Defender,Right,185,22500000,22500000,GB1,Wolverhampton Wanderers
503981,2021,180,Tino Livramento,England,England,2002/11/12,Defender,Right,173,22500000,22500000,GB1,Fc Southampton
288255,2021,29,Donny Van De Beek,Netherlands,Netherlands,1997/4/18,Midfield,Right,184,22500000,49500000,GB1,Fc Everton
127187,2021,29,Abdoulaye Doucoure,France,Mali,1993/1/1,Midfield,Right,183,22500000,22500000,GB1,Fc Everton
130164,2021,29,Jordan Pickford,England,England,1994/3/7,Goalkeeper,Left,185,22500000,36000000,GB1,Fc Everton
413403,2021,405,Ezri Konsa,England,England,1997/10/23,Defender,Right,183,22500000,22500000,GB1,Aston Villa
392768,2021,631,Callum Hudson Odoi,England,England,2000/11/7,Attack,Right,177,22500000,31500000,GB1,Fc Chelsea
302215,2021,31,Naby Keita,Guinea,Guinea,1995/2/10,Midfield,Right,172,22500000,58500000,GB1,Fc Liverpool
53622,2021,281,Ilkay Gundogan,Germany,Germany,1990/10/24,Midfield,Right,180,22500000,45000000,GB1,Manchester City
203853,2021,281,Oleksandr Zinchenko,Ukraine,Ukraine,1996/12/15,Defender,Left,175,22500000,27000000,GB1,Manchester City
177476,2021,281,Nathan Ake,Netherlands,Netherlands,1995/2/18,Defender,Left,180,22500000,36000000,GB1,Manchester City
477758,2021,985,Aaron Wan Bissaka,England,England,1997/11/26,Defender,Right,183,22500000,36000000,GB1,Manchester United
148928,2021,631,Saul Niguez,Spain,Spain,1994/11/21,Midfield,Left,184,22500000,81000000,GB1,Fc Chelsea
331560,2021,11,Takehiro Tomiyasu,Japan,Japan,1998/11/5,Defender,Right,188,22500000,22500000,GB1,Fc Arsenal
343052,2021,11,Nicolas Pepe,France,Cote d'Ivoire,1995/5/29,Attack,Left,183,22500000,67500000,GB1,Fc Arsenal
433049,2021,368,Youssef En Nesyri,Morocco,Morocco,1997/6/1,Attack,Left,189,22500000,36000000,ES1,Fc Sevilla
189441,2021,368,Lucas Ocampos,Argentina,Argentina,1994/7/11,Attack,Both,187,22500000,45000000,ES1,Fc Sevilla
282429,2021,148,Sergio Reguilon,Spain,Spain,1996/12/16,Defender,Left,178,22500000,25200000,GB1,Tottenham Hotspur
476344,2021,148,Emerson Royal,Brazil,Brazil,1999/1/14,Defender,Right,183,22500000,22500000,GB1,Tottenham Hotspur
251106,2021,3709,Enes Unal,Turkey,Turkey,1997/5/10,Attack,Right,187,22500000,22500000,ES1,Fc Getafe
255508,2021,621,Inaki Williams,Spain,Ghana,1994/6/15,Attack,Right,186,22500000,45000000,ES1,Athletic Bilbao
158863,2021,621,Inigo Martinez,Spain,Spain,1991/5/17,Defender,Left,182,22500000,28800000,ES1,Athletic Bilbao
262396,2021,621,Unai Simon,Spain,Spain,1997/6/11,Goalkeeper,Right,190,22500000,27000000,ES1,Athletic Bilbao
162038,2021,714,Raul De Tomas,Spain,Spain,1994/10/17,Attack,Right,180,22500000,22500000,ES1,Espanyol Barcelona
413220,2021,1003,James Justin,England,England,1998/2/23,Defender,Right,183,22500000,22500000,GB1,Leicester City
344605,2021,1003,Boubakary Soumare,France,France,1999/2/27,Midfield,Right,188,22500000,25200000,GB1,Leicester City
74229,2021,13,Koke,Spain,Spain,1992/1/8,Midfield,Right,176,22500000,63000000,ES1,Atletico Madrid
290532,2021,379,Said Benrahma,Algeria,Algeria,1995/8/10,Attack,Right,172,22500000,22500000,GB1,West Ham United
293200,2021,379,Nikola Vlasic,Croatia,Croatia,1997/10/4,Attack,Right,178,22500000,27000000,GB1,West Ham United
58358,2021,27,Thomas Muller,Germany,Germany,1989/9/13,Attack,Right,185,22500000,67500000,L1,Fc Bayern Munchen
480763,2021,1050,Juan Foyth,Argentina,Argentina,1998/1/12,Defender,Right,187,22500000,22500000,ES1,Fc Villarreal
348026,2021,23826,Nordi Mukiele,France,France,1997/11/1,Defender,Right,187,22500000,22500000,L1,Rasenballsport Leipzig
187492,2021,16,Julian Brandt,Germany,Germany,1996/5/2,Attack,Right,185,22500000,45000000,L1,Borussia Dortmund
342385,2021,150,Guido Rodriguez,Argentina,Argentina,1994/4/12,Midfield,Right,185,22500000,22500000,ES1,Real Betis Sevilla
553875,2021,336,Pedro Porro,Spain,Spain,1999/9/13,Defender,Right,176,22500000,22500000,PO1,Sporting Lissabon
257455,2021,336,Joao Palhinha,Portugal,Portugal,1995/7/9,Midfield,Right,190,22500000,23400000,PO1,Sporting Lissabon
537598,2021,720,Fabio Vieira,Portugal,Portugal,2000/5/30,Attack,Left,170,22500000,22500000,PO1,Fc Porto
357153,2021,720,Diogo Costa,Switzerland,Portugal,1999/9/19,Goalkeeper,Right,186,22500000,22500000,PO1,Fc Porto
180337,2021,15,Sardar Azmoun,Iran,Iran,1995/1/1,Attack,Both,186,22500000,22500000,L1,Bayer 04 Leverkusen
512385,2021,234,Luis Sinisterra,Colombia,Colombia,1999/6/17,Attack,Right,172,22500000,22500000,NL1,Feyenoord Rotterdam
196357,2021,15,Jonathan Tah,Germany,Germany,1996/2/11,Defender,Right,195,22500000,36000000,L1,Bayer 04 Leverkusen
146854,2021,162,Wissam Ben Yedder,France,France,1990/8/12,Attack,Both,170,22500000,45000000,FR1,As Monaco
263918,2021,162,Aleksandr Golovin,Russia,Russia,1996/5/30,Attack,Right,180,22500000,27000000,FR1,As Monaco
465830,2021,244,Matteo Guendouzi,France,France,1999/4/14,Midfield,Right,185,22500000,45000000,FR1,Olympique Marseille
394327,2021,244,Boubacar Kamara,France,France,1999/11/23,Midfield,Right,184,22500000,33299999,FR1,Olympique Marseille
442891,2021,273,Martin Terrier,France,France,1997/3/4,Attack,Right,184,22500000,22500000,FR1,Fc Stade Rennes
395693,2021,1041,Houssem Aouar,France,France,1998/6/30,Midfield,Right,175,22500000,49500000,FR1,Olympique Lyon
395237,2021,1041,Maxence Caqueret,France,France,2000/2/15,Midfield,Right,174,22500000,22500000,FR1,Olympique Lyon
182893,2021,826,Seko Fofana,France,Cote d'Ivoire,1995/5/7,Midfield,Right,183,22500000,22500000,FR1,Rc Lens
364135,2021,506,Moise Kean,Italy,Italy,2000/2/28,Attack,Right,183,21600000,36000000,IT1,Juventus Turin
486031,2021,430,Nicolas Gonzalez,Argentina,Argentina,1998/4/6,Attack,Left,180,21600000,22500000,IT1,Ac Florenz
400489,2021,6195,Eljif Elmas,Macedonia,North Macedonia,1999/9/24,Attack,Right,182,21600000,21600000,IT1,Ssc Neapel
161011,2021,24,Filip Kostic,Yugoslavia (Republic),Serbia,1992/11/1,Midfield,Left,184,21600000,36000000,L1,Eintracht Frankfurt
402008,2021,23826,Amadou Haidara,Mali,Mali,1998/1/31,Midfield,Right,175,21600000,21600000,L1,Rasenballsport Leipzig
375885,2021,383,Ibrahim Sangare,Cote d'Ivoire,Cote d'Ivoire,1997/12/2,Midfield,Right,191,21600000,21600000,NL1,Psv Eindhoven
524481,2021,12,Roger Ibanez,Brazil,Brazil,1998/11/23,Defender,Right,186,20700000,22500000,IT1,As Rom
227081,2021,46,Joaquin Correa,Argentina,Argentina,1994/8/13,Attack,Right,188,20700000,34200000,IT1,Inter Mailand
413507,2021,430,Nikola Milenkovic,Yugoslavia (Republic),Serbia,1997/10/12,Defender,Right,195,20700000,31500000,IT1,Ac Florenz
215599,2021,23826,Lukas Klostermann,Germany,Germany,1996/6/3,Defender,Right,189,20700000,34200000,L1,Rasenballsport Leipzig
549006,2021,336,Goncalo Inacio,Portugal,Portugal,2001/8/25,Defender,Left,185,20700000,20700000,PO1,Sporting Lissabon
391065,2021,6574,Hamed Junior Traore,Cote d'Ivoire,Cote d'Ivoire,2000/2/16,Attack,Both,177,19800000,19800000,IT1,Us Sassuolo
68863,2021,583,Mauro Icardi,Argentina,Argentina,1993/2/19,Attack,Right,181,19800000,90000000,FR1,Fc Paris Saint Germain
228948,2021,583,Thilo Kehrer,Germany,Germany,1996/9/21,Defender,Right,186,19800000,31500000,FR1,Fc Paris Saint Germain
584769,2021,1132,Dwight Mcneil,England,England,1999/11/22,Attack,Left,183,19800000,22500000,GB1,Fc Burnley
173504,2021,1132,James Tarkowski,England,England,1992/11/19,Defender,Right,185,19800000,25200000,GB1,Fc Burnley
324690,2021,430,Jonathan Ikone,France,France,1998/5/2,Attack,Left,175,19800000,36000000,IT1,Ac Florenz
371256,2021,660,Tete,Brazil,Brazil,2000/2/15,Attack,Left,175,19800000,19800000,UKR1,Shakhtar Donetsk
471690,2021,1123,Max Aarons,England,England,2000/1/4,Defender,Right,171,19800000,19800000,GB1,Norwich City
148153,2021,1237,Lewis Dunk,England,England,1991/11/21,Defender,Right,192,19800000,24300000,GB1,Brighton Amp Hove Albion
566723,2021,873,Michael Olise,England,France,2001/12/12,Midfield,Left,184,19800000,19800000,GB1,Crystal Palace
260827,2021,873,Joachim Andersen,Denmark,Denmark,1996/5/31,Defender,Right,192,19800000,22500000,GB1,Crystal Palace
206040,2021,543,Raul Jimenez,Mexico,Mexico,1991/5/5,Attack,Right,188,19800000,45000000,GB1,Wolverhampton Wanderers
412669,2021,543,Francisco Trincao,Portugal,Portugal,1999/12/29,Attack,Left,184,19800000,27000000,GB1,Wolverhampton Wanderers
256977,2021,543,Daniel Podence,Portugal,Portugal,1995/10/21,Attack,Right,165,19800000,22500000,GB1,Wolverhampton Wanderers
243028,2021,180,Jan Bednarek,Poland,Poland,1996/4/12,Defender,Right,189,19800000,22500000,GB1,Fc Southampton
292417,2021,29,Demarai Gray,England,England,1996/6/28,Attack,Right,183,19800000,19800000,GB1,Fc Everton
207929,2021,29,Dele Alli,England,England,1996/4/11,Attack,Right,188,19800000,90000000,GB1,Fc Everton
343475,2021,29,Ben Godfrey,England,England,1998/1/15,Defender,Right,184,19800000,22500000,GB1,Fc Everton
118534,2021,29,Michael Keane,England,England,1993/1/11,Defender,Right,188,19800000,27000000,GB1,Fc Everton
134294,2021,405,Danny Ings,England,England,1992/7/23,Attack,Right,178,19800000,19800000,GB1,Aston Villa
503749,2021,405,Jacob Ramsey,England,England,2001/5/28,Midfield,Right,180,19800000,19800000,GB1,Aston Villa
425334,2021,405,Matty Cash,England,Poland,1997/8/7,Defender,Right,185,19800000,19800000,GB1,Aston Villa
262749,2021,1148,David Raya,Spain,Spain,1995/9/15,Goalkeeper,Right,183,19800000,19800000,GB1,Fc Brentford
565822,2021,31,Harvey Elliott,England,England,2003/4/4,Attack,Left,170,19800000,19800000,GB1,Fc Liverpool
184573,2021,985,Victor Lindelof,Sweden,Sweden,1994/7/17,Defender,Right,187,19800000,31500000,GB1,Manchester United
340329,2021,762,Joe Willock,England,England,1999/8/20,Midfield,Right,186,19800000,19800000,GB1,Newcastle United
263727,2021,368,Joan Jordan,Spain,Spain,1994/7/6,Midfield,Right,185,19800000,27000000,ES1,Fc Sevilla
348795,2021,148,Giovani Lo Celso,Argentina,Argentina,1996/4/9,Midfield,Left,177,19800000,45000000,GB1,Tottenham Hotspur
212862,2021,681,Alex Remiro,Spain,Spain,1995/3/24,Goalkeeper,Right,191,19800000,19800000,ES1,Real Sociedad San Sebastian
240692,2021,13,Reinildo Mandava,Mozambique,Mozambique,1994/1/21,Defender,Left,180,19800000,19800000,ES1,Atletico Madrid
356141,2021,24,Daichi Kamada,Japan,Japan,1996/8/5,Attack,Right,184,19800000,22500000,L1,Eintracht Frankfurt
212723,2021,24,Djibril Sow,Switzerland,Switzerland,1997/2/6,Midfield,Right,184,19800000,19800000,L1,Eintracht Frankfurt
369567,2021,79,Sasa Kalajdzic,Austria,Austria,1997/7/7,Attack,Left,200,19800000,19800000,L1,Vfb Stuttgart
106987,2021,27,Marcel Sabitzer,Austria,Austria,1994/3/17,Midfield,Right,177,19800000,37800000,L1,Fc Bayern Munchen
324278,2021,533,Christoph Baumgartner,Austria,Austria,1999/8/1,Attack,Right,180,19800000,19800000,L1,Tsg 1899 Hoffenheim
339332,2021,2282,Noa Lang,Netherlands,Netherlands,1999/6/17,Attack,Right,173,19800000,22500000,BE1,Fc Brugge
711337,2021,720,Evanilson,Brazil,Brazil,1999/10/6,Attack,Both,183,19800000,19800000,PO1,Fc Porto
196792,2021,294,Julian Weigl,Germany,Germany,1995/9/8,Midfield,Right,186,19800000,27000000,PO1,Benfica Lissabon
401356,2021,610,Edson Alvarez,Mexico,Mexico,1997/10/24,Midfield,Right,187,19800000,19800000,NL1,Ajax Amsterdam
454567,2021,234,Orkun Kokcu,Netherlands,Turkey,2000/12/29,Midfield,Both,175,19800000,19800000,NL1,Feyenoord Rotterdam
323704,2021,964,Malcom,Brazil,Brazil,1997/2/26,Attack,Left,171,19800000,40500000,RU1,Zenit St Petersburg
82009,2021,162,Kevin Volland,Germany,Germany,1992/7/30,Attack,Left,179,19800000,31500000,FR1,As Monaco
341647,2021,244,Cengiz Under,Turkey,Turkey,1997/7/14,Attack,Left,173,19800000,31500000,FR1,Olympique Marseille
341705,2021,244,Gerson,Brazil,Brazil,1997/5/20,Midfield,Left,184,19800000,19800000,FR1,Olympique Marseille
256448,2021,12,Gianluca Mancini,Italy,Italy,1996/4/17,Defender,Right,190,18900000,27000000,IT1,As Rom
157635,2021,23826,Yussuf Poulsen,Denmark,Denmark,1994/6/15,Attack,Right,192,18900000,31500000,L1,Rasenballsport Leipzig
332341,2019,1123,Todd Cantwell,England,England,1998/2/27,Midfield,Right,180,18000000,19800000,GB1,Norwich City
394300,2021,6574,Davide Frattesi,Italy,Italy,1999/9/22,Midfield,Right,184,18000000,18000000,IT1,Us Sassuolo
272261,2021,276,Antonin Barak,Czech Republic,Czech Republic,1994/12/3,Attack,Left,190,18000000,18000000,IT1,Hellas Verona
119228,2021,800,Luis Muriel,Colombia,Colombia,1991/4/16,Attack,Right,179,18000000,27000000,IT1,Atalanta Bergamo
199248,2021,12,Bryan Cristante,Italy,Italy,1995/3/3,Midfield,Right,186,18000000,22500000,IT1,As Rom
118689,2021,12,Leonardo Spinazzola,Italy,Italy,1993/3/25,Defender,Right,186,18000000,23400000,IT1,As Rom
148252,2021,800,Remo Freuler,Switzerland,Switzerland,1992/4/15,Midfield,Right,180,18000000,22500000,IT1,Atalanta Bergamo
486624,2021,1025,Musa Barrow,The Gambia,The Gambia,1998/11/14,Attack,Right,184,18000000,18000000,IT1,Fc Bologna
318077,2021,430,Lucas Torreira,Uruguay,Uruguay,1996/2/11,Midfield,Right,166,18000000,49500000,IT1,Ac Florenz
165895,2021,6195,Matteo Politano,Italy,Italy,1993/8/3,Attack,Left,171,18000000,27000000,IT1,Ssc Neapel
192735,2021,6195,Stanislav Lobotka,Slovakia,Slovakia,1994/11/25,Midfield,Both,170,18000000,22500000,IT1,Ssc Neapel
469822,2021,660,David Neres,Brazil,Brazil,1997/3/3,Attack,Left,176,18000000,40500000,UKR1,Shakhtar Donetsk
401529,2021,660,Dodo,Brazil,Brazil,1998/11/17,Defender,Right,166,18000000,18000000,UKR1,Shakhtar Donetsk
217115,2021,1237,Neal Maupay,France,France,1996/8/14,Attack,Right,173,18000000,19800000,GB1,Brighton Amp Hove Albion
490307,2021,1237,Enock Mwepu,Zambia,Zambia,1998/1/1,Midfield,Right,184,18000000,18000000,GB1,Brighton Amp Hove Albion
284857,2021,1237,Marc Cucurella,Spain,Spain,1998/7/22,Defender,Left,175,18000000,18000000,GB1,Brighton Amp Hove Albion
183334,2021,399,Patrick Bamford,England,England,1993/9/5,Attack,Left,185,18000000,19800000,GB1,Leeds United
542586,2021,399,Illan Meslier,France,France,2000/3/2,Goalkeeper,Left,197,18000000,18000000,GB1,Leeds United
479999,2021,873,Eberechi Eze,England,England,1998/6/29,Attack,Right,173,18000000,18000000,GB1,Crystal Palace
346779,2021,180,Che Adams,England,Scotland,1996/7/13,Attack,Right,179,18000000,18000000,GB1,Fc Southampton
221025,2021,29,Andre Gomes,Portugal,Portugal,1993/7/30,Midfield,Right,188,18000000,27000000,GB1,Fc Everton
289446,2021,29,Yerry Mina,Colombia,Colombia,1994/9/23,Defender,Right,195,18000000,27000000,GB1,Fc Everton
131996,2021,405,Bertrand Traore,Burkina Faso,Burkina Faso,1995/9/6,Attack,Left,181,18000000,18000000,GB1,Aston Villa
80444,2021,405,Philippe Coutinho,Brazil,Brazil,1992/6/12,Attack,Right,172,18000000,135000000,GB1,Aston Villa
339556,2021,1148,Rico Henry,England,England,1997/7/8,Defender,Left,170,18000000,18000000,GB1,Fc Brentford
60444,2021,31,Thiago,Italy,Spain,1991/4/11,Midfield,Right,174,18000000,63000000,GB1,Fc Liverpool
583189,2021,985,Anthony Elanga,Sweden,Sweden,2002/4/27,Attack,Right,178,18000000,18000000,GB1,Manchester United
191614,2021,985,Fred,Brazil,Brazil,1993/3/5,Midfield,Left,169,18000000,45000000,GB1,Manchester United
357147,2021,985,Diogo Dalot,Portugal,Portugal,1999/3/18,Defender,Right,183,18000000,18000000,GB1,Manchester United
202886,2021,631,Ruben Loftus Cheek,England,England,1996/1/23,Midfield,Right,190,18000000,27000000,GB1,Fc Chelsea
346314,2021,631,Trevoh Chalobah,Sierra Leone,England,1999/7/5,Defender,Right,190,18000000,18000000,GB1,Fc Chelsea
191217,2021,11,Hector Bellerin,Spain,Spain,1995/3/19,Defender,Right,177,18000000,36000000,GB1,Fc Arsenal
111455,2021,11,Granit Xhaka,Switzerland,Switzerland,1992/9/27,Midfield,Left,186,18000000,45000000,GB1,Fc Arsenal
123682,2021,762,Callum Wilson,England,England,1992/2/27,Attack,Right,180,18000000,27000000,GB1,Newcastle United
365172,2021,1003,Patson Daka,Zambia,Zambia,1998/10/9,Attack,Right,183,18000000,19800000,GB1,Leicester City
295330,2021,1003,Kelechi Iheanacho,Nigeria,Nigeria,1996/10/3,Attack,Left,185,18000000,18000000,GB1,Leicester City
77100,2021,148,Lucas Moura,Brazil,Brazil,1992/8/13,Attack,Right,172,18000000,36000000,GB1,Tottenham Hotspur
298589,2021,331,David Garcia,Spain,Spain,1994/2/14,Defender,Right,185,18000000,18000000,ES1,Ca Osasuna
192765,2021,148,Ben Davies,Wales,Wales,1993/4/24,Defender,Left,181,18000000,22500000,GB1,Tottenham Hotspur
229804,2021,681,Aritz Elustondo,Spain,Spain,1994/3/28,Defender,Right,182,18000000,18000000,ES1,Real Sociedad San Sebastian
495629,2021,1049,Hugo Guillamon,Spain,Spain,2000/1/31,Midfield,Right,178,18000000,18000000,ES1,Fc Valencia
610083,2021,621,Unai Vencedor,Spain,Spain,2000/11/15,Midfield,Right,176,18000000,18000000,ES1,Athletic Bilbao
215876,2021,1003,Ricardo Pereira,Portugal,Portugal,1993/10/6,Defender,Right,175,18000000,36000000,GB1,Leicester City
127189,2021,13,Geoffrey Kondogbia,France,Central African Republic,1993/2/15,Midfield,Left,188,18000000,27000000,ES1,Atletico Madrid
466805,2021,131,Nico Gonzalez,Spain,Spain,2002/1/3,Midfield,Right,188,18000000,22500000,ES1,Fc Barcelona
281769,2021,13,Mario Hermoso,Spain,Spain,1995/6/18,Defender,Left,184,18000000,31500000,ES1,Atletico Madrid
204103,2021,131,Adama Traore,Spain,Spain,1996/1/25,Attack,Right,178,18000000,36000000,ES1,Fc Barcelona
31909,2021,418,Toni Kroos,DDR,Germany,1990/1/4,Midfield,Right,183,18000000,72000000,ES1,Real Madrid
357885,2021,379,Pablo Fornals,Spain,Spain,1996/2/22,Attack,Right,178,18000000,27000000,GB1,West Ham United
323831,2021,24,Rafael Borre,Colombia,Colombia,1995/9/15,Attack,Right,174,18000000,18000000,L1,Eintracht Frankfurt
318528,2021,18,Marcus Thuram,Italy,France,1997/8/6,Attack,Right,192,18000000,36000000,L1,Borussia Monchengladbach
401922,2021,1050,Samuel Chukwueze,Nigeria,Nigeria,1999/5/22,Attack,Left,172,18000000,27000000,ES1,Fc Villarreal
349599,2021,1050,Pervis Estupinan,Ecuador,Ecuador,1998/1/21,Defender,Left,175,18000000,18000000,ES1,Fc Villarreal
278332,2021,18,Florian Neuhaus,Germany,Germany,1997/3/16,Midfield,Right,185,18000000,34200000,L1,Borussia Monchengladbach
293194,2021,79,Borna Sosa,Croatia,Croatia,1998/1/21,Defender,Left,187,18000000,18000000,L1,Vfb Stuttgart
327251,2021,82,Ridle Baku,Germany,Germany,1998/4/8,Midfield,Right,176,18000000,22500000,L1,Vfl Wolfsburg
434224,2021,82,Maxence Lacroix,France,France,2000/4/6,Defender,Right,190,18000000,25200000,L1,Vfl Wolfsburg
644771,2021,2282,Odilon Kossounou,Cote d'Ivoire,Cote d'Ivoire,2001/1/4,Defender,Right,191,18000000,20700000,BE1,Fc Brugge
102226,2021,16,Thorgan Hazard,Belgium,Belgium,1993/3/29,Attack,Right,175,18000000,40500000,L1,Borussia Dortmund
66106,2021,150,Sergio Canales,Spain,Spain,1991/2/16,Attack,Left,180,18000000,22500000,ES1,Real Betis Sevilla
257814,2021,16,Gregor Kobel,Switzerland,Switzerland,1997/12/6,Goalkeeper,Right,194,18000000,18000000,L1,Borussia Dortmund
307058,2021,720,Mehdi Taremi,Iran,Iran,1992/7/18,Attack,Right,187,18000000,18000000,PO1,Fc Porto
238055,2021,294,Rafa Silva,Portugal,Portugal,1993/5/17,Midfield,Right,170,18000000,27000000,PO1,Benfica Lissabon
193082,2021,294,Alejandro Grimaldo,Spain,Spain,1995/9/20,Defender,Left,171,18000000,31500000,PO1,Benfica Lissabon
484547,2021,15,Jeremie Frimpong,Netherlands,Netherlands,2000/12/10,Defender,Right,171,18000000,18000000,L1,Bayer 04 Leverkusen
340456,2021,610,Noussair Mazraoui,Netherlands,Morocco,1997/11/14,Defender,Right,183,18000000,18000000,NL1,Ajax Amsterdam
261927,2021,1075,Ricardo Horta,Portugal,Portugal,1994/9/15,Attack,Right,173,18000000,18000000,PO1,Sc Braga
257668,2021,964,Wilmar Barrios,Colombia,Colombia,1993/10/16,Midfield,Right,178,18000000,18000000,RU1,Zenit St Petersburg
